number,language,strongs_def,derivation,translit,lemma,kjv_def,xlit,pron
H2098,H,this or that,for H2088 (זֶה);,,זוּ,"that, this, [idiom] wherein, which, whom.",zûw,zoo
H2099,H,Ziv (corresponding to Ijar or May),"probably from an unused root meaning to be prominent; properly, brightness (compare H2122 (זִיו)), i.e. (figuratively) the month of flowers;",,זִו,Zif.,Ziv,zeev'
H2100,H,"to flow freely (as water), i.e. (specifically) to have a (sexual) flux; figuratively, to waste away; also to overflow",a primitive root;,,זוּב,"flow, gush out, have a (running) issue, pine away, run.",zûwb,zoob
H2101,H,a seminal or menstrual flux,from H2100 (זוּב);,,זוֹב,issue.,zôwb,zobe
H2102,H,"to seethe; figuratively, to be insolent",or (by permutation) זִיד; a primitive root;,,זוּד,"be proud, deal proudly, presume, (come) presumptuously, sod.",zûwd,zood
H2103,H,to be proud,(Aramaic) corresponding to H2102 (זוּד);,,זוּד,in pride.,zûwd,zood
H2104,H,"Zuzites, an aboriginal tribe of Palestine",plural probably from the same as H2123 (זִיז); prominent;,,זוּזִים,Zuzims.,Zûwzîym,zoo-zeem'
H2105,H,"Zocheth, an Israelite",of uncertain origin;,,זוֹחֵת,Zoheth.,Zôwchêth,zo-khayth'
H2106,H,"an angle (as projecting), i.e. (by implication) a corner-column (or anta)",apparently from the same root as H2099 (זִו) (in the sense of prominence);,,זָוִית,corner(stone).,zâvîyth,zaw-veeth'
H2107,H,"probably to shake out, i.e. (by implication) to scatter profusely; figuratively, to treat lightly",a primitive root (compare H2151 (זָלַל));,,זוּל,"lavish, despise.",zûwl,zool
H2108,H,"probably scattering, i.e. removal; used adverbially, except",from H2107 (זוּל);,,זוּלָה,"beside, but, only, save.",zûwlâh,zoo-law'
H2109,H,"perhaps properly, to be plump, i.e. (transitively) to nourish",a primitive root;,,זוּן,feed.,zûwn,zoon
H2110,H,"{perhaps properly, to be plump, i.e. (transitively) to nourish}",(Aramaic) corresponding to H2109 (זוּן),,זוּן,feed.,zûwn,zoon
H2111,H,"properly, to shake off, i.e. (figuratively) to agitate (as with fear)",a primitive root;,,זוּעַ,"move, tremble, vex.",zûwaʻ,zoo'-ah
H2112,H,to shake (with fear),(Aramaic) corresponding to H2111 (זוּעַ);,,זוּעַ,tremble.,zûwaʻ,zoo'-ah
H2113,H,"agitation, fear",from H2111 (זוּעַ);,,זְוָעָה,"be removed, trouble, vexation. Compare H2189 (זַעֲוָה).",zᵉvâʻâh,zev-aw-aw'
H2114,H,"to turn aside (especially for lodging); hence to be aforeigner, strange, profane; specifically (active participle) to commit adultery",a primitive root;,,זוּר,"(come from) another (man, place), fanner, go away, (e-) strange(-r, thing, woman).",zûwr,zoor
H2115,H,"to press together, tighten",a primitive root (compare H6695 (צוֹק));,,זוּר,"close, rush, thrust together.",zûwr,zoor
H2116,H,trodden on,from H2115 (זוּר);,,זוּרֶה,that which is crushed.,zûwreh,zoo-reh'
H2117,H,"Zaza, an Israelite",probably from the root of H2123 (זִיז); prominent;,,זָזָא,Zaza.,zâzâʼ,zaw-zaw'
H2118,H,to shove or displace,a primitive root;,,זָחַח,loose.,zâchach,zaw-khakh'
H2119,H,"to crawl; by implication, to fear",a primitive root;,,זָחַל,"be afraid, serpent, worm.",zâchal,zaw-khal'
H2120,H,"Zocheleth, a boundary stone in. Palestine",feminine active participle of H2119 (זָחַל); crawling (i.e. serpent);,,זֹחֶלֶת,Zoheleth.,Zôcheleth,zo-kheh'-leth
H2121,H,"boiling of water, i.e. wave",from H2102 (זוּד);,,זֵידוֹן,proud.,zêydôwn,zay-dohn'
H2122,H,(figuratively) cheerfulness,(Aramaic) corresponding to H2099 (זִו);,,זִיו,"brightness, countenance.",zîyv,zeev
H2123,H,fulness of the breast; also a moving creature,from an unused root apparently meaning to be conspicuous;,,זִיז,"abundance, wild beast.",zîyz,zeez
H2124,H,"Ziza, the name of two Israelites",apparently from the same as H2123 (זִיז); prominence;,,זִיזָא,Ziza.,Zîyzâʼ,zee-zaw'
H2125,H,"Zizah, an Israelite",another form for H2124 (זִיזָא);,,זִיזָה,Zizah.,Zîyzâh,zee-zaw'
H2126,H,"Zina, an Israelite",from H2109 (זוּן); well-fed; or perhaps an orthographical error for H2124 (זִיזָא);,,זִינָא,Zina.,Zîynâʼ,zee-naw'
H2127,H,"Zia, an Israelite",from H2111 (זוּעַ); agitation;,,זִיעַ,Zia.,Zîyaʻ,zee'-ah
H2128,H,"Ziph, the name of a place in Palestine; also of an Israelite",from the same as H2203 (זֶפֶת); flowing;,,זִיף,Ziph.,Zîyph,zeef
H2129,H,"Ziphah, an Israelite",feminine of H2128 (זִיף); a flowing;,,זִיפָה,Ziphah.,Zîyphâh,zee-faw'
H2130,H,a Ziphite or inhabitant of Ziph,patrial from H2128 (זִיף);,,זִיפִי,"Ziphim, Ziphite.",Zîyphîy,zee-fee'
H2131,H,"properly, what leaps forth, i.e. flash of fire, or a burning arrow; also (from the original sense of the root) a bond",(Isaiah 50: (feminine); and זִק; or זֵק; from H2187 (זָנַק);,,זִיקָה,"chain, fetter, firebrand, spark.",zîyqâh,zee-kaw'
H2132,H,"an olive (as yielding illuminating oil), the tree, the branch or the berry",probably from an unused root (akin to H2099 (זִו));,,זַיִת,"olive (tree, -yard), Olivet.",zayith,zay'-yith
H2133,H,"Zethan, an Israelite",from H2132 (זַיִת); olive grove;,,זֵיתָן,Zethan.,Zêythân,zay-thawn'
H2134,H,clear,from H2141 (זָכַךְ);,,זַךְ,"clean, pure.",zak,zak
H2135,H,"to be translucent; figuratively, to be innocent",a primitive root (compare H2141 (זָכַךְ));,,זָכָה,"be (make) clean, cleanse, be clear, count pure.",zâkâh,zaw-kaw'
H2136,H,purity,(Aramaic) from a root corresponding to H2135 (זָכָה);,,זָכוּ,innocency.,zâkûw,zaw-koo'
H2137,H,"properly, transparency, i.e. glass",from H2135 (זָכָה);,,זְכוּכִית,crystal.,zᵉkûwkîyth,zek-oo-keeth
H2138,H,a male (of man or animals),"properly, passive participle of H2142 (זָכַר), but used for H2145 (זָכָר);",,זָכוּר,"males, men-children.",zâkûwr,zaw-koor'
H2139,H,"Zakkur, the name of seven Israelites",from H2142 (זָכַר); mindful;,,זַכּוּר,"Zaccur, Zacchur.",Zakkûwr,zaw-koor'
H2140,H,"Zakkai, an Israelite",from H2141 (זָכַךְ); pure;,,זַכַּי,Zaccai.,Zakkay,zak-kah'-ee
H2141,H,to be transparent or clean (phys. or morally),a primitive root (compare H2135 (זָכָה));,,זָכַךְ,"be (make) clean, be pure(-r).",zâkak,zaw-kak'
H2142,H,"properly, to mark (so as to be recognized), i.e. to remember; by implication, to mention;  to be male",a primitive root; also as denominative from H2145 (זָכָר),,זָכַר,"[idiom] burn (incense), [idiom] earnestly, be male, (make) mention (of), be mindful, recount, record(-er), remember, make to be remembered, bring (call, come, keep, put) to (in) remembrance, [idiom] still, think on, [idiom] well.",zâkar,zaw-kar'
H2143,H,"a memento, abstractly recollection (rarely if ever); by implication, commemoration",or זֶכֶר; from H2142 (זָכַר);,,זֵכֶר,"memorial, memory, remembrance, scent.",zêker,zay'-ker
H2144,H,"Zeker, an Israelite",the same as H2143 (זֵכֶר);,,זֶכֶר,Zeker.,Zeker,zeh'-ker
H2145,H,"properly, remembered, i.e. a male (of man or animals, as being the most noteworthy sex)",from H2142 (זָכַר);,,זָכָר,"[idiom] him, male, man(child, -kind).",zâkâr,zaw-kawr'
H2146,H,"a memento (or memorable thing, day or writing)",from H2142 (זָכַר);,,זִכְרוֹן,"memorial, record.",zikrôwn,zik-rone'
H2147,H,"Zicri, the name of twelve Israelites",from H2142 (זָכַר); memorable;,,זִכְרִי,Zichri.,Zikrîy,zik-ree'
H2148,H,"Zecarjah, the name of twenty-nine Israelites",or זְכַרְיָהוּ; from H2142 (זָכַר) and H3050 (יָהּ); Jah has remembered;,,זְכַרְיָה,"Zachariah, Zechariah.",Zᵉkaryâh,zek-ar-yaw'
H2149,H,"properly, a shaking, i.e. perhaps a tempest",from H2151 (זָלַל);,,זֻלּוּת,vilest.,zullûwth,zool-looth'
H2150,H,"tremulous, i.e. a twig",by reduplication from H2151 (זָלַל);,,זַלְזַל,sprig.,zalzal,zal-zal'
H2151,H,"to shake (as in the wind), i.e. to quake; figuratively, to be loose morally, worthless or prodigal",a primitive root (compare H2107 (זוּל));,,זָלַל,"blow down, glutton, riotous (eater), vile.",zâlal,zaw-lal'
H2152,H,a glow (of wind or anger); also a famine (as consuming),or זִלְעָפָהxlit zilʻâphâph corrected to zilʻâphâh; from H2196 (זָעַף);,,זַלְעָפָה,"horrible, horror, terrible.",zalʻâphâh,zal-aw-faw'
H2153,H,"Zilpah, Leah's maid","; from an unused root apparently meaning to trickle, as myrrh; fragrant dropping;",,זִלְפָּה,Zilpah.,Zilpâh,zil-paw
H2154,H,"a plan, especially a bad one",or זַמָּה; from H2161 (זָמַם);,,זִמָּה,"heinous crime, lewd(-ly, -ness), mischief, purpose, thought, wicked (device, mind, -ness).",zimmâh,zim-maw'
H2155,H,"Zimmah, the name of two Israelites",the same as H2154 (זִמָּה);,,זִמָּה,Zimmah.,Zimmâh,zim-maw'
H2156,H,a twig (as pruned),or זְמֹרָה (feminine); and זְמֹר (masculine); from H2168 (זָמַר);,,זְמוֹרָה,"vine, branch, slip.",zᵉmôwrâh,zem-o-raw'
H2157,H,"a Zamzumite, or native tribe of Palestine",from H2161 (זָמַם); intriguing;,,זַמְזֹם,Zamzummim.,Zamzôm,zam-zome'
H2158,H,a song to be accompanied with instrumental music,or זָמִר; and (feminine) זְמִרָה; from H2167 (זָמַר);,,זָמִיר,"psalm(-ist), singing, song.",zâmîyr,zaw-meer'
H2159,H,a twig (as pruned),from H2168 (זָמַר);,,זָמִיר,branch.,zâmîyr,zaw-meer'
H2160,H,"Zemirah, an Israelite",feminine of H2158 (זָמִיר); song;,,זְמִירָה,Zemira.,Zᵉmîyrâh,zem-ee-raw'
H2161,H,"to plan, usually in a bad sense",a primitive root;,,זָמַם,"consider, devise, imagine, plot, purpose, think (evil).",zâmam,zaw-mam'
H2162,H,a plot,from H2161 (זָמַם);,,זָמָם,wicked device.,zâmâm,zaw-mawm'
H2163,H,to fix (a time),a primitive root;,,זָמַן,appoint.,zâman,zaw-man'
H2164,H,to agree (on a time and place),(Aramaic) corresponding to H2163 (זָמַן);,,זְמַן,prepare.,zᵉman,zem-an'
H2165,H,an appointed occasion,from H2163 (זָמַן);,,זְמָן,"season, time.",zᵉmân,zem-awn'
H2166,H,{an appointed occasion},(Aramaic) from H2165 (זְמָן); the same as H2165 (זְמָן),,זְמָן,"season, time.",zᵉmân,zem-awn'
H2167,H,"play upon it; to make music, accompanied by the voice; hence to celebrate in song and music","a primitive root (perhaps identical with H2168 (זָמַר) through the idea of striking with the fingers); properly, to touch the strings or parts of a musical instrument, i.e.",,זָמַר,"give praise, sing forth praises, psalms.",zâmar,zaw-mar'
H2168,H,to trim (a vine),"a primitive root (compare H2167 (זָמַר), H5568 (סָמַר), H6785 (צֶמֶר));",,זָמַר,prune.,zâmar,zaw-mar'
H2169,H,a gazelle (from its lightly touching the ground),apparently from H2167 (זָמַר) or H2168 (זָמַר);,,זֶמֶר,chamois.,zemer,zeh'-mer
H2170,H,instrumental music,(Aramaic) from a root corresponding to H2167 (זָמַר);,,זְמָר,musick.,zᵉmâr,zem-awr'
H2171,H,an instrumental musician,(Aramaic) from the same as H2170 (זְמָר);,,זַמָּר,singer.,zammâr,zam-mawr'
H2172,H,a musical piece or song to be accompanied by an instrument,from H2167 (זָמַר);,,זִמְרָה,"melody, psalm.",zimrâh,zim-raw'
H2173,H,pruned (i.e. choice) fruit,from H2168 (זָמַר);,,זִמְרָה,best fruit.,zimrâh,zim-raw'
H2174,H,"Zimri, the name of five Israelites, and of an Arabian tribe",from H2167 (זָמַר); musical;,,זִמְרִי,Zimri.,Zimrîy,zim-ree'
H2175,H,"Zimran, a son of Abraham by Keturah",from H2167 (זָמַר); musical;,,זִמְרָן,Zimran.,Zimrân,zim-rawn'
H2176,H,"instrumental music; by implication, praise",from H2167 (זָמַר);,,זִמְרָת,song.,zimrâth,zim-rawth'
H2177,H,"properly, nourished (or fully developed), i.e. a form or sort",from H2109 (זוּן);,,זַן,"divers kinds, [idiom] all manner of store.",zan,zan
H2178,H,sort,(Aramaic) corresponding to H2177 (זַן);,,זַן,kind.,zan,zan
H2179,H,"to curtail, i.e. cut off the rear",a primitive root meaning to wag; used only as a denominative from H2180 (זָנָב);,,זָנַב,smite the hindmost.,zânab,zaw-nab'
H2180,H,the tail (literally or figuratively),from H2179 (זָנַב) (in the original sense of flapping);,,זָנָב,tail.,zânâb,zaw-nawb'
H2181,H,"to commit adultery (usually of the female, and less often of simple fornication, rarely of involuntary ravishment); figuratively, to commit idolatry (the Jewish people being regarded as the spouse of Jehovah)",a primitive root (highly-fed and therefore wanton);,,זָנָה,"(cause to) commit fornication, [idiom] continually, [idiom] great, (be an, play the) harlot, (cause to be, play the) whore, (commit, fall to) whoredom, (cause to) go a-whoring, whorish.",zânâh,zaw-naw'
H2182,H,"Zanoach, the name of two places in Palestine",from H2186 (זָנַח); rejected;,,זָנוֹחַ,Zanoah.,Zânôwach,zaw-no'-akh
H2183,H,"adultery; figuratively, idolatry",from H2181 (זָנָה);,,זָנוּן,whoredom.,zânûwn,zaw-noon'
H2184,H,"adultery, i.e. (figuratively) infidelity, idolatry",from H2181 (זָנָה);,,זְנוּת,whoredom.,zᵉnûwth,zen-ooth'
H2185,H,harlots,"regarded by some as if from H2109 (זוּן) or an unused root, and applied to military equipments; but evidently the feminine plural active participle of H2181 (זָנָה);",,זֹנוֹת,armour.,zônôwth,zo-noth'
H2186,H,"reject, forsake, fail","a primitive root meaning to push aside, i.e.",,זָנַח,"cast away (off), remove far away (off).",zânach,zaw-nakh'
H2187,H,"properly, to draw together the feet (as an animal about to dart upon its prey), i.e. to spring forward",a primitive root;,,זָנַק,leap.,zânaq,zaw-nak'
H2188,H,perspiration,from H2111 (זוּעַ) (in the sense of H3154 (יֶזַע));,,זֵעָה,sweat.,zêʻâh,zay-aw'
H2189,H,"agitation, maltreatment",by transposition for H2113 (זְוָעָה);,,זַעֲוָה,"[idiom] removed, trouble.",zaʻăvâh,zah-av-aw'
H2190,H,"Zaavan, an Idumaean",from H2111 (זוּעַ); disquiet;,,זַעֲוָן,Zaavan.,Zaʻăvân,zah-av-awn'
H2191,H,small,"from an unused root (akin (by permutation) to H6819 (צָעַר)), meaning to dwindle;",,זְעֵיר,little.,zᵉʻêyr,zeh-ayr'
H2192,H,{small},(Aramaic) corresponding to H2191 (זְעֵיר)xlit zeʻêyr corrected to zᵉʻêyr,,זְעֵיר,little.,zᵉʻêyr,zeh-ayr'
H2193,H,to extinguish,a primitive root;,,זָעַךְ,be extinct.,zâʻak,zaw-ak'
H2194,H,"properly, to foam at the mouth, i.e. to be enraged",a primitive root;,,זָעַם,"abhor, abominable, (be) angry, defy, (have) indignation.",zâʻam,zaw-am'
H2195,H,"strictly froth at the mouth, i.e. (figuratively) fury (especially of God's displeasure with sin)",from H2194 (זָעַם);,,זַעַם,"angry, indignation, rage.",zaʻam,zah'-am
H2196,H,"properly, to boil up, i.e. (figuratively) to be peevish or angry",a primitive root;,,זָעַף,"fret, sad, worse liking, be wroth.",zâʻaph,zaw-af'
H2197,H,anger,from H2196 (זָעַף);,,זַעַף,"indignation, rage(-ing), wrath.",zaʻaph,zah'-af
H2198,H,angry,from H2196 (זָעַף);,,זָעֵף,displeased.,zâʻêph,zaw-afe'
H2199,H,"to shriek (from anguish or danger); by analogy, (as a herald) to announce or convene publicly",a primitive root;,,זָעַק,"assemble, call (together), (make a) cry (out), come with such a company, gather (together), cause to be proclaimed.",zâʻaq,zaw-ak'
H2200,H,to make an outcry,(Aramaic) corresponding to H2199 (זָעַק);,,זְעִק,cry.,zᵉʻiq,zek'-eek
H2201,H,a shriek or outcry,and (feminine) זְעָקָהxlit zᵉâqâh corrected to zᵉʻâqâh; from H2199 (זָעַק);,,זַעַק,cry(-ing).,zaʻaq,zah'-ak
H2202,H,"Ziphron, a place in Palestine",from an unused root (meaning to be fragrant);,,זִפְרֹן,Ziphron.,Ziphrôn,zi-frone'
H2203,H,asphalt (from its tendency to soften in the sun),from an unused root (meaning to liquify);,,זֶפֶת,pitch.,zepheth,zeh'-feth
H2204,H,to be old,a primitive root;,,זָקֵן,"aged man, be (wax) old (man).",zâqên,zaw-kane'
H2205,H,old,from H2204 (זָקֵן);,,זָקֵן,"aged, ancient (man), elder(-est), old (man, men and...women), senator.",zâqên,zaw-kane'
H2206,H,the beard (as indicating age),from H2204 (זָקֵן);,,זָקָן,beard.,zâqân,zaw-kawn'
H2207,H,old age,from H2204 (זָקֵן);,,זֹקֶן,age.,zôqen,zo'-ken
H2208,H,old age,"properly, passive participle of H2204 (זָקֵן) (used only in the plural as a noun);",,זָקֻן,old age.,zâqun,zaw-koon'
H2209,H,old age,feminine of H2205 (זָקֵן);,,זִקְנָה,old (age).,ziqnâh,zik-naw'
H2210,H,"to life, i.e. (figuratively) comfort",a primitive root;,,זָקַף,raise (up).,zâqaph,zaw-kaf'
H2211,H,"to hang, i.e. impale",(Aramaic) corresponding to H2210 (זָקַף);,,זְקַף,set up.,zᵉqaph,zek-af'
H2212,H,"to strain, (figuratively) extract, clarify",a primitive root;,,זָקַק,"fine, pour down, purge, purify, refine.",zâqaq,zaw-kak'
H2213,H,"a chaplet (as spread around the top), i.e. (specifically) a border moulding",from H2237 (זָרַר) (in the sense of scattering);,,זֵר,crown.,zêr,zare
H2214,H,disgust,from H2114 (זוּר) (in the sense of estrangement) (compare H2219 (זָרָה));,,זָרָא,loathsome.,zârâʼ,zaw-raw'
H2215,H,to flow away,a primitive root;,,זָרַב,wax warm.,zârab,zaw-rab'
H2216,H,"Zerubbabel, an Israelite","from H2215 (זָרַב) and H894 (בָּבֶל); descended of (i.e. from) Babylon, i.e. born there;",,זְרֻבָּבֶל,Zerubbabel.,Zᵉrubbâbel,zer-oob-baw-bel'
H2217,H,"{Zerubbabel, an Israelite}",(Aramaic) corresponding to H2216 (זְרֻבָּבֶל),,זְרֻבָּבֶל,Zerubbabel.,Zᵉrubbâbel,zer-oob-baw-bel'
H2218,H,"Zered, a brook East of the Dead Sea",from an unused root meaning to be exuberant in growth; lined with shrubbery;,,זֶרֶד,"Zared, Zered.",Zered,zeh'-red
H2219,H,"to toss about; by implication, to diffuse, winnow",a primitive root (compare H2114 (זוּר));,,זָרָה,"cast away, compass, disperse, fan, scatter (away), spread, strew, winnow.",zârâh,zaw-raw'
H2220,H,"the arm (as stretched out), or (of animals) the foreleg; figuratively, force",or (shortened) זְרֹעַ; and (feminine) זְרוֹעָה; or זְרֹעָה; from H2232 (זָרַע);,,זְרוֹעַ,"arm, [phrase] help, mighty, power, shoulder, strength.",zᵉrôwaʻ,zer-o'-ah
